Section_Number,FIR_Complaint,Offense,Punishment,Cognizable,Bailable,Court
Section 168-28,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding public servant unlawfully engaging in trade. Respected Sir/Madam, I, Kiran Bose, wish to lodge a formal complaint regarding public servant unlawfully engaging in trade that occurred on 17-11-2023, between 11:45 and 12:45 AM, at the flight near Bus Terminal. my former uncle Krishna Chatterjee, aged around 30-35 years  committed public servant unlawfully engaging in trade. I have digital communications and physical evidence as evidence. I request that appropriate legal action be taken against the accused.",Public servant unlawfully engaging in trade (variation 1),Simple Imprisonment for 1 Year or Fine or Both,Non-Cognizable,Bailable,Magistrate First Class
Section 169-68,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding public servant unlawfully buying or bidding for property. Respected Sir/Madam, I, Pari Malhotra, wish to lodge a formal complaint regarding public servant unlawfully buying or bidding for property that occurred on 17-02-2024, at approximately 7:15 AM, at the classroom in Kolkata. an unknown assailant, driving a black bicycle  engaged in public servant unlawfully buying or bidding for property. I have video recordings and documentary proof as evidence. I request that appropriate legal action be taken against the accused.",Public servant unlawfully buying or bidding for property (variation 8),"Simple Imprisonment for 2 Years or Fine or Both and confiscation of property, if purchased",Non-Cognizable,Bailable,Magistrate First Class
Section 170-57,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding personating a public servant. Respected Sir/Madam, I, Geeta Das, wish to lodge a formal complaint regarding personating a public servant that occurred on 18-04-2024, during the evening, at my apartment. a person known to me, Kiara Jain  perpetrated personating a public servant. I have expert testimony, forensic evidence and video recordings as evidence. I urge the authorities to register an FIR and take necessary action.",Personating a Public servant (variation 10),2 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 171-65,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding as described. Respected Sir/Madam, I, Raj Chopra, wish to lodge a formal complaint regarding as described that occurred on 06-05-2024, early afternoon, at the company premises in Dwarka. my acquaintance Diya Patel, aged around 50-55 years  committed as described. I have expert testimony, material evidence and eyewitness testimony as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",As described (variation 8),3 Months or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 171A-20,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Aditya Patil, wish to lodge a formal complaint regarding an incident that occurred on 30-06-2024, just before 12:00 AM, at my home in Alipore. my colleague Meera Mishra, aged around 50-55 years  committed the offense. I have photographs as evidence. I request that appropriate legal action be taken against the accused.",,,,,
Section 171B-49,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Kiran Shah, wish to lodge a formal complaint regarding an incident that occurred on 14-04-2023, at approximately 11:45 AM, at the classroom in Ghaziabad. my relative named Diya Chauhan, wearing a blue shirt and green pants  perpetrated the offense. I have audio recordings, transaction records and call records as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",,,,,
Section 171C-87,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Kabir Yadav, wish to lodge a formal complaint regarding an incident that occurred on 10-10-2024, between 1:45 and 4:45 PM, at the train. an unknown person, wearing a white shirt and black pants  carried out the offense. I have photographs as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",,,,,
Section 171D-75,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Amit Mukherjee, wish to lodge a formal complaint regarding an incident that occurred on 25-09-2023, just before 12:45 PM, at my home in Jaipur. an unidentified man, carrying a gun  engaged in the offense. I have CCTV footage, material evidence and digital communications as evidence. I urge the authorities to register an FIR and take necessary action.",,,,,
Section 171E-90,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding bribery. Respected Sir/Madam, I, Vihaan Gupta, wish to lodge a formal complaint regarding bribery that occurred on 24-12-2023, late evening, at the construction site in Thane. some unknown miscreants, of approximately short height and heavy build  carried out bribery. I have documentary proof and recovered stolen items as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",Bribery (variation 1),"1 Year or Fine or Both, or if treating only, fine only",Non-Cognizable,Bailable,Magistrate First Class
Section 147-22,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding rioting. Respected Sir/Madam, I, Neha Kumar, wish to lodge a formal complaint regarding rioting that occurred on 21-05-2024, between 9:00 and 12:00 PM, at the victim's house. my colleague Rohit Chatterjee, carrying a rod  committed rioting. I have material evidence as evidence. I request that appropriate legal action be taken against the accused.",Rioting (variation 2),2 Years or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 171F-82,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding undue influence at an election. Respected Sir/Madam, I, Navya Kapoor, wish to lodge a formal complaint regarding undue influence at an election that occurred on 19-02-2025, between 3:45 and 4:45 PM, at the university grounds. my business associate Geeta Sharma  committed undue influence at an election. I have documentary proof and digital communications as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Undue influence at an election (variation 9),1 Year or Fine or Both,Non-Cognizable,Bailable,Magistrate First Class
