Section_Number,FIR_Complaint,Offense,Punishment,Cognizable,Bailable,Court
Section 124,"This is to report that on 30-07-2023, sedition occurred. The incident happened at workplace. This occurred around morning. The accused is known to me. I have evidence in the form of photographs.",Sedition,Imprisonment for Life + Fine or 3 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 124,I would like to report that sedition. The incident happened at bus. This occurred around night. The accused is unknown. I have evidence in the form of photographs.,Sedition,Imprisonment for Life + Fine or 3 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 124,"On 01-04-2024, I witnessed/experienced sedition. The incident happened at public place. This occurred around morning. The accused is my neighbor. I have evidence in the form of medical reports.",Sedition,Imprisonment for Life + Fine or 3 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 124,"On 05-10-2023, I witnessed/experienced sedition. The incident happened at bus. This occurred around evening. The accused is unknown. I have evidence in the form of video recording.",Sedition,Imprisonment for Life + Fine or 3 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 124,I would like to report that sedition. The incident happened at market. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of physical evidence.,Sedition,Imprisonment for Life + Fine or 3 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 125,"I wish to file an FIR as waging war against any asiatic power in alliance or at peace with the government of india, or abetting the waging of such war has taken place. The incident happened at train. This occurred around night. The accused is my neighbor. I have evidence in the form of physical evidence.","Waging war against any Asiatic power in alliance or at peace with the Government of India, or abetting the waging of such war",Imprisonment for Life + Fine or 7 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 125,"I wish to file an FIR as waging war against any asiatic power in alliance or at peace with the government of india, or abetting the waging of such war has taken place. The incident happened at road. This occurred around afternoon. The accused is a colleague. I have evidence in the form of medical reports.","Waging war against any Asiatic power in alliance or at peace with the Government of India, or abetting the waging of such war",Imprisonment for Life + Fine or 7 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 125,"I am filing this complaint regarding an incident where waging war against any asiatic power in alliance or at peace with the government of india, or abetting the waging of such war. The incident happened at shop. This occurred around evening. The accused is a relative. I have evidence in the form of witnesses.","Waging war against any Asiatic power in alliance or at peace with the Government of India, or abetting the waging of such war",Imprisonment for Life + Fine or 7 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 125,"I would like to report that waging war against any asiatic power in alliance or at peace with the government of india, or abetting the waging of such war. The incident happened at train. This occurred around early morning. The accused is a relative. I have evidence in the form of documents.","Waging war against any Asiatic power in alliance or at peace with the Government of India, or abetting the waging of such war",Imprisonment for Life + Fine or 7 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 125,"I am filing this complaint regarding an incident where waging war against any asiatic power in alliance or at peace with the government of india, or abetting the waging of such war. The incident happened at road. This occurred around early morning. The accused is a stranger. I have evidence in the form of physical evidence.","Waging war against any Asiatic power in alliance or at peace with the Government of India, or abetting the waging of such war",Imprisonment for Life + Fine or 7 Years + Fine or Fine,Cognizable,Non-Bailable,Court of Session
Section 126,I would like to report that committing depredation on the territories of any power in alliance or at peace with the government of india. The incident happened at train. This occurred around night. The accused is a colleague. I have evidence in the form of video recording.,Committing depredation On the territories of any power in alliance or at peace with the Government of India,7 Years + Fine + forfeiture of property,Cognizable,Non-Bailable,Court of Session
Section 126,I would like to report that committing depredation on the territories of any power in alliance or at peace with the government of india. The incident happened at workplace. This occurred around afternoon. The accused is a colleague. I have evidence in the form of documents.,Committing depredation On the territories of any power in alliance or at peace with the Government of India,7 Years + Fine + forfeiture of property,Cognizable,Non-Bailable,Court of Session
